index,시설명,address,size,user,latitude,longitude,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
467,성신여자대학교박물관,서울특별시 보문로 34다길 2 행정관 3층,1232,1708,37.591939,127.0220201,1915405,1750418,373220,526109,1093199,1049312,1073372,1186046,1036555,568712,231834,7067,9,81,135,33,16,265
468,성신여자대학교 자연사박물관,서울특별시 강북구 도봉로 76가길 55 A동 지하 1층,75933,1677,37.6319498,127.027268,1474365,1360674,293179,422524,804148,767931,831142,935046,836451,461783,187579,6001,13,62,87,23,15,187
469,성신여자대학교 정원박광훈복식박물관,서울특별시 강북구 도봉로 76가길 55 A동 1층,75933,1615,37.6319498,127.027268,1474365,1360674,293179,422524,804148,767931,831142,935046,836451,461783,187579,6001,13,62,87,23,15,187
470,세종대학교 박물관,서울특별시 광진구 능동로209,4825,1037,37.5507345,127.0741314,2023484,1877717,436503,616559,1102461,1153459,1213805,1249150,1085390,571688,194834,6413,19,83,57,30,14,184
471,숙명여자대학교박물관,서울특별시 용산구 청파로 47길 100,1102,1100,37.5461385,126.9649336,2120728,1942639,434388,584315,1292134,1291627,1232002,1247482,1049386,590282,229099,6197,11,68,131,31,16,246
472,숙명여자대학교 정영양자수박물관,서울특별시 용산구 청파로 47길 100,1769,1300,37.5461385,126.9649336,2120728,1942639,434388,584315,1292134,1291627,1232002,1247482,1049386,590282,229099,6197,11,68,131,31,16,246
473,숭실대학교 한국기독교박물관,서울특별시 동작구 상도로 369,1346,10408,37.4963538,126.9572222,1799132,1671909,379154,522520,1073782,1117832,1080620,1077255,899281,493421,178325,5207,16,60,76,33,12,181
474,연세대학교박물관,서울특별시 서대문구 연세로 50 연세대학교 백주년기념관 내,3251,39470,37.5620902,126.9380569,1911000,1736972,399506,533900,1102151,1138073,1107686,1133633,967199,533093,211385,6553,12,61,117,29,16,223
475,이화여자대학교박물관,서울특별시 서대문구 이화여대길 52,5615,21421,37.5625607,126.9474535,1908594,1735942,403656,535135,1098082,1127285,1104343,1129393,958969,530563,212494,6306,8,65,119,29,17,230
476,이화여자대학교 자연사박물관,서울특별시 서대문구 이화여대길 52,1714,5253,37.5625607,126.9474535,1908594,1735942,403656,535135,1098082,1127285,1104343,1129393,958969,530563,212494,6306,8,65,119,29,17,230
477,한양대학교박물관,서울특별시 성동구 왕십리로 222,998,17836,37.5577414,127.0473936,2091113,1919408,436107,617576,1154464,1193925,1237597,1283929,1103567,597356,214234,6398,18,90,115,36,16,257
478,홍익대학교박물관,서울특별시 마포구 와우산로 95 홍익대학교 문헌관 3층,1682,70,37.5506747,126.9260306,2076192,1907788,423620,563745,1221338,1264898,1198037,1231153,1072923,589496,223487,6895,29,65,108,27,16,216
479,국립일제강제동원역사관,부산광역시 남구 홍곡로 320번길 100,12062,113115,35.1243043,129.0939997,889172,815553,177677,251400,412767,395962,490094,550204,575929,338631,132754,6274,24,23,25,9,23,80
480,국립해양박물관,부산광역시 영도구 해양로 301번길 45,25874,730585,35.0787688,129.0797043,409344,381491,72699,110194,196181,174268,218134,253655,280044,174259,71493,3780,5,11,19,6,15,51
481,동삼동패총전시관,부산광역시 영도구 태종로 729,367,7463,35.0712902,129.0797412,375523,350924,66473,101949,175159,154510,200863,236510,262019,163119,66901,3463,10,10,16,5,14,45
482,복천박물관,부산광역시 동래구 복천로 63,6868,66479,35.2083753,129.091378,996202,916936,213988,293701,465062,451714,557823,633989,640028,352038,135520,7252,17,26,22,8,16,72
483,부산근대역사관(휴관),부산광역시 중구 대청로 104,2082,,35.1026453,129.0312644,718267,675249,133992,200722,356054,315056,386052,457459,490817,279976,109324,5821,13,12,23,7,20,62
484,부산광역시립박물관,부산광역시 남구 유엔평화로 63,14831,130339,35.1295779,129.0937878,941411,863895,190572,268766,433734,418317,521947,584953,606972,354328,138042,6516,25,25,26,9,22,82
485,부산시민공원역사관,부산광역시 부산진구 시민공원로 73,1061,17505,35.1666396,129.0552696,1152930,1069152,239275,326652,539922,521497,639300,730830,761341,426623,161747,8668,12,29,28,11,28,96
486,부산어촌민속관,부산광역시 북구 학사로 128(화명동),2758,38320,35.233644,129.0086786,593054,555318,132678,180512,275245,268824,333841,394802,396055,204970,76826,4651,11,11,13,5,7,36
487,부산영화체험박물관,부산광역시 중구 대청로126번길 12,11300,82919,35.1019243,129.0336169,717952,674463,133602,200343,355645,314479,385343,456321,489527,279778,109374,5846,30,12,23,7,20,62
488,부산해양자연사박물관,부산광역시 동래구 우장춘로 175(온천동),8920,106165,35.2218971,129.0758291,870038,802228,183096,248660,398791,395671,479311,552232,571027,312318,118605,6659,2,23,20,9,16,68
489,사상생활사박물관,부산광역시 사상구 낙동대로1258번길 36,641,7438,35.1720276,128.9786602,667141,626557,133823,184991,325164,312020,360827,433190,452955,241209,91137,4720,12,15,12,6,12,45
490,임시수도기념관,부산광역시 서구 임시수도기념로 45,926,29133,35.1033504,129.0173194,687718,650344,137066,195261,343947,314347,378676,441427,474658,269058,104378,5413,36,14,23,6,20,63
491,정관박물관,부산광역시 기장군 정관읍 정관중앙로122,4059,36590,35.326496,129.184521,95978,92630,36892,42020,31232,46814,74327,57292,46986,25198,9317,654,14,4,2,0,0,6
492,록봉민속교육박물관(휴관),부산광역시 강서구 가덕해안로 741,982,,35.031412,128.813121,30034,34235,14063,11485,11702,20498,25011,19046,15607,5958,2390,266,16,1,1,0,1,3
493,범어사 성보박물관(휴관),부산광역시 금정구 범어사로 250,485,,35.2842255,129.0686469,369727,350675,101245,124532,165194,172665,220911,239594,223801,111314,43524,3330,0,9,12,5,7,33
494,범어사 성보박물관(성보관),부산광역시 금정구 범어사로 296,2959,8702,35.2849454,129.0644926,366728,347948,100534,123455,162938,170552,218192,235717,218988,108718,42452,3300,0,10,11,5,7,33
495,부산포민속박물관,부산광역시 부산진구 중앙대로 702번길 21(부전동),1244,6413,35.1554628,129.0603508,1157705,1072057,231422,319141,524483,514054,632048,724471,768102,436179,166883,8780,44,29,30,13,27,99
496,아세안문화박물관,부산광역시 해운대구 좌동로 162,6525,34440,35.1751934,129.1820081,464211,423428,99729,138041,193531,201708,264059,299042,298389,166286,63568,3419,20,16,4,3,5,28
497,오륜대한국순교자박물관,부산광역시 금정구 오륜대로 106-1,1252,673,35.2460976,129.1012437,612470,565776,134870,185813,265063,265174,344645,392029,402704,220314,82954,4895,10,19,12,4,8,43
498,유엔평화기념관,부산광역시 남구 홍곡로 320번길 106,7999,85900,35.1243043,129.0939997,889172,815553,177677,251400,412767,395962,490094,550204,575929,338631,132754,6274,24,23,25,9,23,80
499,증권박물관(부산관),부산광역시 남구 전포대로 133,2728,5127,35.1482772,129.0654374,1147936,1064279,230473,320154,524401,512646,630731,724456,768860,436478,165843,8644,27,25,31,10,26,92
500,한국거래소 자본시장역사박물관,"부산광역시 남구 문현금융로 40
부산국제금융센터(BIFC) 51층",2063,6000,35.1465205,129.0658279,1143548,1060052,229649,318914,522878,510566,628223,721538,766139,434977,165166,8607,30,25,31,10,26,92
501,한국기독교선교박물관,부산광역시 동래구 충렬대로 202번가길 13(예람비전센터 3층),599,8268,35.2015416,129.0827034,1067921,984497,226436,312501,497929,480036,593116,678710,691739,382134,145369,7623,31,28,26,12,19,85
502,동아대학교 박물관,부산광역시 서구 구덕로 225,4504,8556,35.1043534,129.0193366,704225,664807,137121,199833,350223,315977,384993,452270,485900,276273,107031,5475,26,14,23,6,20,63
503,동의대학교박물관,부산광역시 부산진구 엄광로 176,2698,1029,35.1415069,129.0335365,1052288,979931,206624,287487,499055,477401,570345,662339,710924,403247,154690,8377,6,22,25,10,22,79
504,동주대학교 석파박물관,부산광역시 사하구 사리로 55번길 16 석파문화관,5156,738,35.1047226,128.9976603,641331,608654,131983,176887,304953,295575,348352,401634,434886,242999,93467,4944,25,13,15,4,19,51
505,부경대학교박물관,부산광역시 남구 용소로 45,2655,5583,35.1331136,129.1021075,956010,875945,194991,276763,438516,425194,532704,596656,613717,356105,139615,6553,14,26,23,10,21,80
506,부산과학기술대학교 민속자료실 박물관,부산광역시 북구 시랑로 132번길 88(구포3동) 청우관 5층 민속자료실,321,470,35.1942754,129.0038731,748237,699451,159180,210171,357437,351907,410508,479688,495853,267262,101819,5554,9,17,17,4,17,55
507,부산교육대학교 교육박물관(한새갤러리),부산광역시 연제구 교대로 24,1268,2400,35.1949115,129.0768637,1101130,1017998,231170,319184,515127,495297,607929,698618,714128,394614,149825,7945,33,29,26,12,21,88
508,부산대학교박물관,부산광역시 금정구 부산대학로63번길 2,2475,13749,35.2334611,129.0803809,748118,691561,161077,220120,336077,336786,417365,479827,493314,268701,101488,5788,17,23,16,7,14,60
509,부산여자대학교 한국차박물관,부산광역시 부산진구 진남로506(양정동),2359,100,35.1688595,129.0722284,1136617,1052622,236974,324062,531887,514091,630234,717708,743467,414616,157417,8370,33,27,26,12,23,88
510,신라대학교박물관,부산광역시 사상구 백양대로 700번길 140,593,498,35.1719953,128.9977794,796640,743119,162038,219204,381118,370014,432773,509935,533601,291013,111338,6032,0,17,18,6,22,63
511,한국해양대학교박물관,부산광역시 영도구 태종로 727,1172,450,35.0766158,129.0904127,367285,341151,63162,96147,175148,153020,193404,225727,249675,157497,65560,3447,3,9,16,6,14,45
512,국립대구박물관,대구광역시 수성구 청호로 321,15373,605677,35.8460509,128.6374762,755628,708778,160545,239990,354027,330677,430497,507245,460868,256347,109967,5143,7,25,16,11,9,61
513,국채보상운동기념관,대구광역시 중구 국채보상로 670,365,8795,35.8686883,128.601256,869058,820953,183335,285356,410898,374576,499487,605310,529040,282140,118806,5473,14,30,15,14,11,70
514,대구교육박물관,대구광역시 북구 대동로1길 40,5660,35537,35.897508,128.6120987,740447,699683,155728,237468,355908,322643,424585,510200,447055,245511,105767,4964,13,29,15,12,12,68
515,대구근대역사관,대구광역시 중구 경상감영길 67,1971,47645,35.8718044,128.5911329,906370,856939,191813,299575,432564,389703,520350,631713,545611,288088,121310,5600,17,35,15,15,15,80
516,대구섬유박물관,대구광역시 동구 팔공로 227,9175,42370,35.9191994,128.6400249,554878,527834,127024,190099,266896,244823,330113,381462,323780,179322,77865,3465,5,18,14,7,5,44
517,대구약령시한의약박물관,대구광역시 중구 달구벌대로415길 49,1600,48176,35.8682763,128.5898516,911535,861563,197917,306652,437923,394336,528950,634378,546357,287177,120394,5499,26,36,15,15,15,81
518,대구향토역사관,대구광역시 중구 달성공원로 35,2136,41606,35.8738626,128.5776757,936515,886921,208579,315069,448888,411140,545977,649544,555664,289951,121515,5566,6,35,15,15,16,81
519,방짜유기박물관,대구광역시 동구 도장길 29,3758,27548,35.9656994,128.7005185,32938,32318,10713,10224,12814,18341,20702,21845,20156,10984,5039,487,5,1,3,0,1,5
520,농경생활사박물관(휴관),대구광역시 달성군 가창로 1003,,,35.7931053,128.6254852,398162,366124,80907,136040,179952,165817,228384,273306,241179,132055,58265,2782,7,15,8,4,8,35
521,대구은행 금융박물관,"대구광역시 수성구 달구벌대로 2310, 지하1층",541,4038,35.8590849,128.6149899,806549,759727,165356,259104,375118,343892,457214,556339,499677,271932,115107,5061,18,29,16,13,11,69
522,박물관 수,대구광역시 수성구 국채보상로 186길 79,405,,35.8649597,128.63412,736717,693837,158189,235666,345636,325976,422989,498714,451817,251963,108140,5035,8,26,16,11,9,62
523,박물관 휴르,대구광역시 수성구 국채보상로 186길47,381,1140,35.8661986,128.6331906,739078,696130,156771,234021,343831,323508,420186,496795,450088,251011,107539,4934,9,26,16,11,9,62
524,자연염색박물관,대구광역시 동구 파계로 112길 17(중대동 467),653,2200,35.979272,128.6359525,109583,105624,29794,43909,51437,49480,73217,82240,57987,27179,11363,665,4,2,4,1,1,8
525,전통산업박물관,대구광역시 동구 팔공산로 225-34,486,,35.9977053,128.613409,93252,89794,25820,37885,42064,41144,61906,68600,44831,20588,9191,639,2,2,2,0,0,4
526,경북대학교박물관,대구광역시 북구 대학로 80,5522,15006,35.8907065,128.6100194,784749,741391,166689,253005,377131,342892,452274,545248,477479,260164,110963,5226,4,32,15,12,12,71
527,계명대학교 행소박물관,대구광역시 달서구 달구벌대로 1095,6689,22339,35.8552487,128.4893299,523103,500221,125366,173498,246438,241511,307428,370623,320957,155452,60617,2966,7,15,2,6,5,28
528,대구보건대학교 인당뮤지엄,대구광역시 북구 영송로 15,2619,2624,35.9277173,128.5427692,467682,452297,110476,153303,244486,220885,275718,332291,276858,138904,56974,2814,12,15,7,7,6,35
529,강화역사박물관,인천광역시 강화군 하점면 강화대로 994-19,4364,108230,37.7743663,126.4346416,20413,19836,4250,6174,5468,6941,9859,13178,17047,10418,6215,508,2,3,4,0,1,8
530,강화자연사박물관,인천광역시 강화군 하점면 강화대로 994-33,2712,100718,37.7753213,126.433946,20413,19836,4151,5997,5390,6879,9637,13085,16993,10369,6193,508,2,3,4,0,1,8
531,강화전쟁박물관,인천광역시 강화군 강화읍 해안동로 1366번길 18,993,53095,37.7346171,126.5162771,31409,31546,6554,9906,10185,11512,16494,21821,23512,12468,7095,683,7,2,6,1,2,11
532,검단선사박물관,인천광역시 서구 고산후로121번길 7,1970,19899,37.5941132,126.6986323,573722,559659,203787,226478,254828,340524,416216,385915,281471,108085,39498,2672,13,17,6,7,6,36
533,계양산성박물관,인천광역시 계양구 계양산로 101,1998,17588,37.5480225,126.7270627,1078253,1044144,284884,369758,521223,600215,684214,760873,619995,246771,93105,5961,8,36,9,12,9,66
534,녹청자박물관,인천광역시 도요지로54,834,32047,37.5580529,126.6563489,635906,621331,185773,237041,294200,349139,420833,451287,348340,135534,51235,3450,5,13,4,6,5,28
535,부평역사박물관,인천광역시 부평구 굴포로 151,3109,30372,37.5123382,126.7378677,1321650,1279801,310141,418184,648440,716346,798747,922826,793751,331089,124808,7761,19,41,14,14,10,79
536,소래역사관,인천광역시 남동구 아암대로 1605,1424,28542,37.3984971,126.7376469,751269,758119,211839,289569,380253,404527,510328,534387,404844,163135,63576,4358,10,25,7,8,5,45
537,수도국산달동네박물관,인천광역시 동구 솔빛로 51,2045,61736,37.478591,126.6395608,926154,912362,240845,307057,445853,504067,583599,629294,539803,240036,92184,5589,11,30,19,14,14,77
538,영종역사관,인천광역시 중구 구읍로 63 (중산동),2936,33258,37.4899416,126.5782697,322780,327348,97086,114733,150769,181485,211968,198254,165807,77961,29462,1579,7,10,13,5,6,34
539,인천개항박물관,인천광역시 중구 신포로 23번길 89,864,32769,37.4732766,126.6205029,730328,723842,198500,249739,347712,398769,468226,488764,415969,186644,71965,4241,5,22,19,14,13,68
540,인천광역시립박물관,인천광역시 연수구 청량로 160번길 26,5831,116043,37.4205126,126.6531378,778502,768827,212507,281847,377634,414698,507749,520883,434141,195182,76239,4783,7,29,19,14,13,75
541,인천도시역사관,인천광역시 연수구 인천타워대로 238,8444,106028,37.3927621,126.6358525,495349,494086,146953,194445,250241,272463,338275,333185,257744,111223,44008,2728,11,19,13,7,7,46
542,짜장면박물관,인천광역시 중구 차이나타운로 56-14,837,91384,37.4748444,126.6182741,683212,679832,189680,237606,331374,380222,446595,465348,395964,178473,68145,3815,17,22,18,11,12,63
543,한국근대문학관,인천광역시 중구 신포로15번길 76,1973,17713,37.4725549,126.621105,744793,736990,201250,253884,353018,404233,474758,495978,422053,189103,72812,4251,9,25,19,14,13,71
